case_name,article,violation_label,avg_rating,is_accurate,num_abstentions,num_samples,sample_ratings
CASE OF BAHTIĆ v. BOSNIA AND HERZEGOVINA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF DAVTYAN v. ARMENIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF LYSAK v. UKRAINE,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF A AND OTHERS v. ICELAND,8,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF N.V. AND C.C. v. MALTA,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ARNAR HELGI LÁRUSSON v. ICELAND,14,no_violation,4.1,True,1,10,"[5, 5, 5, 3, 5, 1, 2, 5, 5, 5]"
CASE OF STARKEVIČ v. LITHUANIA,8,no_violation,4.7,True,0,10,"[5, 5, 5, 2, 5, 5, 5, 5, 5, 5]"
CASE OF A.M. v. NORWAY,8,no_violation,4.9,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 4, 5, 5]"
CASE OF CENTROPROM HOLDING AD BEOGRAD v. MONTENEGRO,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF FABBRI AND OTHERS v. SAN MARINO,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF PUKHYR AND OTHERS v. UKRAINE,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF OTEGI MONDRAGON AND OTHERS v. SPAIN,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF GRABOVSKIY v. UKRAINE,34,no_violation,2.9,False,0,10,"[1, 1, 4, 2, 5, 5, 4, 5, 1, 1]"
CASE OF DANILCZUK v. CYPRUS,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF VASILEVSKA AND BARTOŠEVIČ v. LITHUANIA,P1-1,violation,1.4,True,0,10,"[5, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF FALZON v. MALTA,10,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BRADSHAW AND OTHERS v. MALTA,14,no_violation,4.9,True,0,10,"[5, 5, 5, 5, 5, 5, 4, 5, 5, 5]"
CASE OF DELECOLLE v. FRANCE,12,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF AGANIKYAN v. ARMENIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF CUENCA ZARZOSO v. SPAIN,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF GAFÀ v. MALTA,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BOSYY v. UKRAINE,34,no_violation,4.9,True,0,10,"[5, 5, 5, 5, 5, 5, 4, 5, 5, 5]"
CASE OF T.K. v. LITHUANIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF M.T. v. ESTONIA,5,no_violation,4.4,True,0,10,"[5, 5, 5, 5, 5, 5, 2, 5, 2, 5]"
CASE OF BAKCHIZHOV v. UKRAINE,34,no_violation,1.6,False,0,10,"[2, 2, 1, 1, 1, 1, 5, 1, 1, 1]"
CASE OF KIN v. UKRAINE,8,violation,2.1,True,1,10,"[4, 1, 2, 2, 2, 1, 1, 1, 3, 4]"
CASE OF ILIĆ v. SERBIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF MARTINOVIĆ v. BOSNIA AND HERZEGOVINA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ÇEKİ v. TURKEY,5,violation,1.1,True,0,10,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF GALEA AND OTHERS v. MALTA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF LEONOV v. RUSSIA,8,no_violation,2.0,False,1,10,"[2, 1, 1, 5, 1, 3, 1, 4, 1, 1]"
CASE OF ANNEN v. GERMANY (No. 2),10,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF KEŠELJ AND OTHERS v. MONTENEGRO,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF EDINA TÓTH v. HUNGARY,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SINKOVA v. UKRAINE,10,no_violation,2.0,False,0,10,"[1, 2, 1, 2, 1, 2, 1, 4, 2, 4]"
CASE OF GESTUR JÓNSSON AND RAGNAR HALLDÓR HALL v. ICELAND,7,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF BONDARENKO AND OTHERS v. UKRAINE,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF R. I. AND OTHERS v. ROMANIA,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF O'SULLIVAN McCARTHY MUSSEL DEVELOPMENT LTD v. IRELAND,6,no_violation,4.2,True,2,10,"[4, 5, 3, 5, 4, 5, 4, 4, 3, 5]"
CASE OF S.S. v. SLOVENIA,8,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF BOLDIJAR AND OTHERS v. ROMANIA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF AVISO ZETA AG v. AUSTRIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SANDU AND OTHERS v. THE REPUBLIC OF MOLDOVA AND RUSSIA,P1-1,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF O'SULLIVAN McCARTHY MUSSEL DEVELOPMENT LTD v. IRELAND,P1-1,no_violation,4.9,True,0,10,"[5, 5, 5, 5, 5, 4, 5, 5, 5, 5]"
CASE OF JISHKARIANI v. GEORGIA,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SMIRNOV AND OTHERS v. RUSSIA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF PROKHORENKO AND OTHERS v. RUSSIA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF HEALY v. IRELAND,6,violation,2.0,True,0,10,"[1, 1, 1, 1, 5, 1, 1, 4, 1, 4]"
CASE OF SERGEY SMIRNOV v. UKRAINE,34,no_violation,2.0,False,1,10,"[5, 5, 3, 1, 1, 1, 1, 1, 1, 1]"
CASE OF PATALAKH v. GERMANY,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF R.Š. v. LATVIA,2,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF VUJOVIĆ v. MONTENEGRO,6,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF CIOCODEICĂ v. ROMANIA,P1-1,no_violation,4.9,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 4, 5]"
CASE OF STARENKIY AND RUDOY v. UKRAINE,5,violation,4.6,False,2,10,"[5, 5, 5, 5, 5, 3, 5, 3, 5, 5]"
CASE OF DAINELIENĖ v. LITHUANIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF VELLA v. MALTA,P1-1,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF RUIZ PENA AND PEREZ OBERGHT v. MALTA,3,no_violation,3.0,False,0,10,"[5, 1, 1, 5, 1, 5, 1, 5, 5, 1]"
CASE OF ABDILLA v. MALTA,3,no_violation,4.2,True,0,10,"[5, 5, 5, 1, 5, 5, 1, 5, 5, 5]"
CASE OF MOCKUTĖ v. LITHUANIA,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SALAKHBEKOV AND ABUKAYEV v. RUSSIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF NOVOTNÝ v. THE CZECH REPUBLIC,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF NICHOLAS v. CYPRUS,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ASHAYEV AND OTHERS v. UKRAINE,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF PÁZSI AND OTHERS v. HUNGARY,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF CIOBOTARU AND OTHERS v. ROMANIA,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF TLAPAK AND OTHERS v. GERMANY,8,no_violation,5.0,True,0,10,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
CASE OF KARTVELISHVILI v. GEORGIA,6,violation,1.3,True,0,10,"[1, 1, 1, 2, 1, 2, 1, 1, 1, 2]"
CASE OF ROMAN CATHOLIC ARCHDIOCESE OF VRHBOSNA v. BOSNIA AND HERZEGOVINA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SHARXHI AND OTHERS v. ALBANIA,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF ALIYEV v. AZERBAIJAN,5,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF CABRAL v. THE NETHERLANDS,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF GRYTSENKO AND OTHERS v. UKRAINE,6,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF VOYKIN AND OTHERS v. UKRAINE,5,no_violation,1.5,False,0,10,"[1, 2, 5, 1, 1, 1, 1, 1, 1, 1]"
CASE OF YAKUSHEV v. UKRAINE,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF BIG BROTHER WATCH AND OTHERS v. THE UNITED KINGDOM,8,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF YALANSKYY AND GALUNKA v. UKRAINE,13,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF KHANI KABBARA v. CYPRUS,3,violation,1.0,True,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF SANDU AND OTHERS v. THE REPUBLIC OF MOLDOVA AND RUSSIA,13,no_violation,1.0,False,0,10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
CASE OF HÜLYA EBRU DEMİREL v. TURKEY,6,no_violation,3.8,True,0,10,"[1, 5, 5, 5, 4, 2, 4, 5, 5, 2]"
